screen_id,true_class,review_rank,embedding_idx,review_source,review_text,word_count,interface_pos,interface_neg,interface_sentiment,top_components,top_k_tokens,p_orig,p_img,delta_p_img,gradcam_mean,gradcam_max,top_components_shap,delta_p_img_shap
3937,good,0,5,cache,Great app and even better customer support. I have been using the app to catalog my close to 1500 comics for the last 3 years and it makes it simple when I am out to be able to know what I have and what I am looking for. I just recently signed up for Covrprice which works in conjunction with CLZ to give you values of your raw and graded comics. It also gives you pricing if you are looking at comics out in the wild. Customer support is very prompt at resolving any issues or questions u may ha,100,0.9959,0.0009,positive,"Icon, Text, Text","▁comics, ▁Great, ▁my",0.9749928116798401,0.8527697920799255,0.12222301959991455,0.44439172744750977,1.0,"Icon, Icon, Icon",0.0979999303817749
3937,good,1,2,cache,"I love it. I've been an annual member for 3.5 years now and plan on continuing to use it. The updates we get are great! Thanks to CLZ, my comic book (and graphic novel / Omnibus) collection is so easy to catalog! I can keep track of everything I've got on order and have sold, as well as make a Wish List! The features just keep growing. I gladly paid the $4 annual charge increase, knowing that my collection is in safe hands. Thanks again CLZ!",86,0.9924,0.0011,positive,"Icon, Text, Text","▁Omnibus, ▁my, ▁I",0.9795849323272705,0.881381630897522,0.09820330142974854,0.4570043087005615,1.0,"Icon, Icon, Icon",0.08170944452285767
3937,good,2,8,cache,"You would be foolish not to use CLZ. This app is perfect for keeping track of your collection and what you have read, and the customization options are countless. Using CLZ has been an absolute game changer for me (not an overstatement, I promise), and it has been years since I ended up with a dreaded duplicate book or anything like that. Highly recommend!",64,0.9919,0.0017,positive,"Icon, Text, Text","▁perfect, ▁options, ▁interface",0.9764078855514526,0.8616292476654053,0.11477863788604736,0.4590766727924347,1.0,"Icon, Icon, Icon",0.09161895513534546
3937,good,3,9,cache,This app is Amazing! If you are a comic collector this app is a must have. The annual charge is completely worth it. You can have your entire collection saved in the app along with pictures of the covers. It also shows ALL of the variants so you can pick and choose the ones you want to collect. You can when add comics or variants that might not be on the app due to their rarity or newness.,78,0.9919,0.0018,positive,"Icon, Text, Text","▁is, ▁This, ▁must",0.9776509404182434,0.8687742352485657,0.10887670516967773,0.4522940218448639,1.0,"Icon, Icon, Icon",0.08996397256851196
3937,good,4,16,cache,"Overall great app, worth the price (especially for larger collections)! I love that I no longer have to maintain my own spreadsheet. Provides tons of information, saving me weeks of research to prepare for cons. However, I'd like to see more consistency of the ""Contributor"" information to prevent duplicate entries (i.e. Jon vs Jonathan). Also, I don't like how all the variant artists are being listed in each variant instead of just their cover. Overall great app, worth the price.",80,0.9897,0.0035,positive,"Icon, Text, Text","▁Overall, ▁of, ▁collections",0.9540355205535889,0.7494825124740601,0.2045530080795288,0.4009413719177246,1.0,"Icon, Icon, Icon",0.16767269372940063
3933,good,0,5,cache,Great app and even better customer support. I have been using the app to catalog my close to 1500 comics for the last 3 years and it makes it simple when I am out to be able to know what I have and what I am looking for. I just recently signed up for Covrprice which works in conjunction with CLZ to give you values of your raw and graded comics. It also gives you pricing if you are looking at comics out in the wild. Customer support is very prompt at resolving any issues or questions u may ha,100,0.9959,0.0009,positive,"Icon, Background Image, Web View","▁comics, ▁Great, ▁my",0.9597607851028442,0.4730711877346039,0.48668959736824036,0.409933865070343,1.0,"Icon, Text, Background Image",0.8145360797643661
3933,good,1,2,cache,"I love it. I've been an annual member for 3.5 years now and plan on continuing to use it. The updates we get are great! Thanks to CLZ, my comic book (and graphic novel / Omnibus) collection is so easy to catalog! I can keep track of everything I've got on order and have sold, as well as make a Wish List! The features just keep growing. I gladly paid the $4 annual charge increase, knowing that my collection is in safe hands. Thanks again CLZ!",86,0.9924,0.0011,positive,"Background Image, Web View, Background Image","▁Omnibus, ▁my, ▁I",0.9709416031837463,0.5599966049194336,0.41094499826431274,0.46290266513824463,1.0,"Icon, Text, Background Image",0.7794389575719833
3933,good,2,8,cache,"You would be foolish not to use CLZ. This app is perfect for keeping track of your collection and what you have read, and the customization options are countless. Using CLZ has been an absolute game changer for me (not an overstatement, I promise), and it has been years since I ended up with a dreaded duplicate book or anything like that. Highly recommend!",64,0.9919,0.0017,positive,"Background Image, Web View, Background Image","▁perfect, ▁options, ▁interface",0.9697085022926331,0.5245156288146973,0.4451928734779358,0.41208216547966003,1.0,"Icon, Text, Background Image",0.7967381328344345
3933,good,3,9,cache,This app is Amazing! If you are a comic collector this app is a must have. The annual charge is completely worth it. You can have your entire collection saved in the app along with pictures of the covers. It also shows ALL of the variants so you can pick and choose the ones you want to collect. You can when add comics or variants that might not be on the app due to their rarity or newness.,78,0.9919,0.0018,positive,"Background Image, Web View, Background Image","▁is, ▁This, ▁must",0.9695661664009094,0.5359734892845154,0.43359267711639404,0.4386703073978424,1.0,"Icon, Text, Background Image",0.7945035845041275
3933,good,4,16,cache,"Overall great app, worth the price (especially for larger collections)! I love that I no longer have to maintain my own spreadsheet. Provides tons of information, saving me weeks of research to prepare for cons. However, I'd like to see more consistency of the ""Contributor"" information to prevent duplicate entries (i.e. Jon vs Jonathan). Also, I don't like how all the variant artists are being listed in each variant instead of just their cover. Overall great app, worth the price.",80,0.9897,0.0035,positive,"Icon, Icon, Background Image","▁Overall, ▁of, ▁collections",0.9052268862724304,0.2710714638233185,0.6341554224491119,0.29800692200660706,1.0,"Icon, Text, Text",0.08974158763885498
3936,good,0,5,cache,Great app and even better customer support. I have been using the app to catalog my close to 1500 comics for the last 3 years and it makes it simple when I am out to be able to know what I have and what I am looking for. I just recently signed up for Covrprice which works in conjunction with CLZ to give you values of your raw and graded comics. It also gives you pricing if you are looking at comics out in the wild. Customer support is very prompt at resolving any issues or questions u may ha,100,0.9959,0.0009,positive,"Text, Text, Text","▁comics, ▁Great, ▁my",0.9843288660049438,0.9909141063690186,0.006585240364074707,0.531219482421875,1.0,"Text Button, Text, Text Button",0.011872828006744385
3936,good,1,2,cache,"I love it. I've been an annual member for 3.5 years now and plan on continuing to use it. The updates we get are great! Thanks to CLZ, my comic book (and graphic novel / Omnibus) collection is so easy to catalog! I can keep track of everything I've got on order and have sold, as well as make a Wish List! The features just keep growing. I gladly paid the $4 annual charge increase, knowing that my collection is in safe hands. Thanks again CLZ!",86,0.9924,0.0011,positive,"Text, Text, Text","▁Omnibus, ▁my, ▁I",0.9879191517829895,0.9928427934646606,0.004923641681671143,0.546488344669342,1.0,"Text Button, Text, Text",0.0023761391639709473
